X Y Z
21000	17500	4.59

20500	10000	8.38

20500	10500	4.06

20500	11000	0.58

20500	11500	1.23

20500	12000	1.16

20500	12500	0.45

20500	13000	1.04

20500	13500	4.8

20500	14000	1.58

20500	14500	0.23

20500	15000	1.58

20500	15500	0.73

20500	16000	4.31

20500	16500	3.71

20500	17000	0.49

20000	10500	1.13

20000	11500	0.54

20000	12500	0.66

20000	13500	2

20000	14500	0.34

20000	15500	0.65

20000	16500	4.23

19500	10000	4.25

19500	10500	2.04

19500	11000	2.54

19500	11500	1.59

19500	12000	0.79

19500	12500	2.34

19500	13000	2.49

19500	13500	0.58

19500	14000	0.9

19500	14500	3.41

19500	15000	2.91

19500	16000	2.33

19500	16500	2.58

18000	17000	1.67

19000	10500	3.16

19000	11500	1.48

19000	12500	1.61

19000	13500	1.42

19000	14500	2.86

19000	15500	0.86

19000	16500	0.7

18500	9500	2.2

18500	10500	1.2

18500	11000	2.15

18500	11500	3.46

18500	12000	0.66

18500	12500	5.81

18500	13000	1

18500	13500	1.95

18500	14000	1.87

18500	14500	0.31

18500	15000	5.58

18500	15500	3.28

18500	16000	2.69

18500	16500	0.72

18500	17000	0.74

18000	9500	2.55

18000	10500	4.25

18000	11500	0.67

18000	12500	1.38

18000	14500	4.63

18000	15500	4.07

18000	16500	3.16

17500	9000	0.76

17500	9500	1.03

17500	10000	2.06

17500	10500	1.43

17500	11000	2.07

17500	11500	2.56

17500	12500	2.11

17500	13000	5.88

17500	13500	1.29

17500	14000	2.24

17500	14500	12.12

17500	15000	2.97

17500	15500	5.3

17500	16000	4.84

17500	16500	2.37

17000	8500	0.87

17000	9500	1.38

17000	10500	8.16

17000	11500	1.91

17000	12500	3.45

17000	13500	8.2

17000	14500	3.12

17000	15500	4.32

17000	16500	2.92

16500	8000	2.05

16500	8500	6.35

16500	9000	2.9

16500	9500	2.33

16500	10500	2.97

16500	11500	4.4

16500	12000	1.9

16500	12500	1.1

16500	14000	4.41

16500	15000	2.31

16500	16000	6.42

16500	16500	3.22

16000	8500	2.25

16000	11500	1.44

16000	15000	5.1

15500	8500	1.8

15500	10500	1.59

15500	11500	1.28

15500	12000	1.32

15500	15500	5.35

15500	16000	1.97

15000	7500	1.27

15000	8500	1.69

15000	10500	1.57

15000	12500	2.1

0	1000	1.96

0	2000	2.95

0	3000	1.97

0	4000	2.53

0	5000	2.67

0	6000	2.22

0	7000	3.28

14500	7500	0.95

14500	8500	1.1

14500	9000	1.4

14500	11500	1.67

14500	12000	4.67

14500	12500	2.76

14500	15000	1.63

14500	15500	5.95

14000	7500	2.3

14000	13500	1.67

14000	14500	2.29

13500	7000	2.1

13500	7500	1.92

13500	8000	5.35

13500	9500	1.78

13500	10000	1.25

13500	10500	3.02

13500	12500	0.32

13500	13000	1.28

13500	14000	1.35

13500	14500	2.87

13000	8500	1.59

13000	9500	1.43

13000	10500	1.41

13000	11500	2.37

13000	13500	2.88

13000	14500	2.15

12500	7000	2.1

12500	7500	5.59

12500	8500	2.43

12500	9000	2.19

12500	9500	1.94

12500	10000	2.55

12500	10500	1.6

12500	11000	0.61

12500	13000	3.43

12500	13500	5.52

12500	14000	5.08

12500	14500	4.76

11500	6500	1.75

11500	7500	3.84

11500	8000	1.75

11500	8500	1.13

11500	9500	2.62

11500	10000	2.2

11500	10500	2.19

11500	11000	1.62

11500	12500	4.87

11500	13000	1.44

11500	13500	1.42

11500	14000	2.11

11000	8500	0.67

11000	10500	3.54

11000	11500	1.87

11000	12500	0.37

11000	13500	5.1

10500	5500	1.12

10500	6000	2.34

10500	6500	14.02

10500	7500	3.67

10500	8000	2.36

10500	8500	4.78

10500	9000	9.97

10500	5000	0.94

10500	10000	2.94

10500	10500	3.11

10500	11000	3.85

10500	11500	6.54

10500	12000	3.97

10500	12500	4.22

10500	13000	1.69

10500	13500	5.05

10000	5500	1.51

10000	7500	1.27

10000	8500	12.51

10000	9500	4.48

10000	10500	4.4

10000	11500	13.99

10000	12500	1.29

9500	5500	4.13

9500	6000	0.83

9500	6500	2.46

9500	7000	4.69

9500	7500	4.02

9500	8000	7.62

9500	8500	10.25

9500	9000	8.48

9500	9500	5.28

9000	5500	2.12

9000	7500	3.9

9000	8500	6.25

8000	4500	0.98

8000	5500	1.1

8000	7500	5.1

8000	8500	6.7

7000	4500	2.1

7000	5500	3.51

7000	6500	2.21

6500	9000	3.53

6500	9500	3.57

6500	10000	6.34

6500	10500	5.85

6500	11000	5.38

6000	4000	1.33

6000	4500	2.89

6000	5000	0.89

6000	6000	5.82

6000	5500	2.64

6000	6500	3.53

6000	7000	3.07

6000	7500	8.21

6000	8000	1.35

6000	9000	1.14

6000	10000	3.82

5500	4000	2.83

5500	4500	2.62

5500	5000	5.52

5500	5500	1.64

5500	6000	4.13

5500	6500	5.25

5500	7000	4.73

5500	7500	5.58
